Wave,Determination perseverance,Feeling of responsibility,Hard work,Imagination,Independence,Obedience,Religious faith,Tolerance and respect for other people,Unselfishness
1995-1999,0,0,0,0,0,0,0,0,0
1995-1999,38.9,27.5,82.8,6.1,20.2,71.4,72,63.5,14.7
2000-2004,0,0,0,0,0,0,0,0,0
2000-2004,22.9,33.1,80.2,10.9,26,72.5,67.7,59.1,23.3
2005-2009,0,0,0,0,0,0,0,0,0
2005-2009,0,0,0,0,0,0,0,0,0
2010-2014,36.9,42.6,78,15.1,38.9,62.8,72.7,59.8,31.7
2010-2014,100,100,100,100,100,100,100,100,100
