Wave,Determination perseverance,Feeling of responsibility,Hard work,Imagination,Independence,Obedience,Religious faith,Tolerance and respect for other people,Unselfishness
1995-1999,0,0,0,0,0,0,0,0,0
1995-1999,19.5,76.9,18,18.9,27.1,42.7,42.3,68.3,37.3
2000-2004,0,0,0,0,0,0,0,0,0
2000-2004,0,0,0,0,0,0,0,0,0
2005-2009,0,0,0,0,0,0,0,0,0
2005-2009,20.1,82.9,19,17.8,33.5,59.2,47.7,84.1,53.4
2010-2014,24.3,82,13.6,20.8,36.4,66.4,60.3,86.4,45.8
2010-2014,100,100,100,100,100,100,100,100,100
