Wave,Determination perseverance,Feeling of responsibility,Hard work,Imagination,Independence,Obedience,Religious faith,Tolerance and respect for other people,Unselfishness
1995-1999,0,0,0,0,0,0,0,0,0
1995-1999,34.4,81,41.7,15.1,66.2,33.2,8.6,59.2,21.4
2000-2004,0,0,0,0,0,0,0,0,0
2000-2004,0,0,0,0,0,0,0,0,0
2005-2009,0,0,0,0,0,0,0,0,0
2005-2009,33.6,92,54.7,17.5,80.3,16.5,8.9,79.8,30.1
2010-2014,28,82.4,40.4,18.7,72.3,11.1,9,77.4,24.4
2010-2014,100,100,100,100,100,100,100,100,100
