Wave,Determination perseverance,Feeling of responsibility,Hard work,Imagination,Independence,Obedience,Religious faith,Tolerance and respect for other people,Unselfishness
1995-1999,0,0,0,0,0,0,0,0,0
1995-1999,47.6,80.3,39.6,23.2,42.4,24,20.5,79.3,29.9
2000-2004,0,0,0,0,0,0,0,0,0
2000-2004,0,0,0,0,0,0,0,0,0
2005-2009,0,0,0,0,0,0,0,0,0
2005-2009,72.4,90.5,20.3,48.1,77.7,18.4,12.6,91.7,14.3
2010-2014,50.3,65.7,78.3,23.3,35.9,44.2,34.7,64.7,44.3
2010-2014,100,100,100,100,100,100,100,100,100
