Wave,Determination perseverance,Feeling of responsibility,Hard work,Imagination,Independence,Obedience,Religious faith,Tolerance and respect for other people,Unselfishness
1995-1999,0,0,0,0,0,0,0,0,0
1995-1999,33.4,71.3,53,7,19.8,32,80.6,55.3,30.8
2000-2004,0,0,0,0,0,0,0,0,0
2000-2004,29.4,50.2,56.2,7.3,12.7,44.4,86.2,53,38.2
2005-2009,0,0,0,0,0,0,0,0,0
2005-2009,0,0,0,0,0,0,0,0,0
2010-2014,35.9,62.3,55.7,31.2,43.1,50,72.8,52.8,36.6
2010-2014,100,100,100,100,100,100,100,100,100
