Wave,Determination perseverance,Feeling of responsibility,Hard work,Imagination,Independence,Obedience,Religious faith,Tolerance and respect for other people,Unselfishness
1995-1999,0,0,0,0,0,0,0,0,0
1995-1999,34.6,64.7,47.4,7.7,19.8,59.1,56.7,59.7,32.2
2000-2004,0,0,0,0,0,0,0,0,0
2000-2004,0,0,0,0,0,0,0,0,0
2005-2009,0,0,0,0,0,0,0,0,0
2005-2009,31.4,77.9,61.1,26.7,28.5,56.6,55.7,64.4,40.1
2010-2014,28.2,77.9,64.1,24.4,37.6,51.5,49.8,64.2,31.5
2010-2014,100,100,100,100,100,100,100,100,100
