Wave,Determination perseverance,Feeling of responsibility,Hard work,Imagination,Independence,Obedience,Religious faith,Tolerance and respect for other people,Unselfishness
1995-1999,0,0,0,0,0,0,0,0,0
1995-1999,41.8,81.3,28.6,30.9,49.1,28.8,17.4,69.7,54.7
2000-2004,0,0,0,0,0,0,0,0,0
2000-2004,0,0,0,0,0,0,0,0,0
2005-2009,0,0,0,0,0,0,0,0,0
2005-2009,39,79.5,22.3,32.2,49.2,38.5,18.2,81.7,61.2
2010-2014,35,81.6,21.8,19.8,48.2,51.6,15.8,82,52.9
2010-2014,100,100,100,100,100,100,100,100,100
