Wave,Determination perseverance,Feeling of responsibility,Hard work,Imagination,Independence,Obedience,Religious faith,Tolerance and respect for other people,Unselfishness
1995-1999,0,0,0,0,0,0,0,0,0
1995-1999,39.3,58.9,37.1,27.8,53.7,21.9,15.7,77.9,32.7
2000-2004,0,0,0,0,0,0,0,0,0
2000-2004,0,0,0,0,0,0,0,0,0
2005-2009,0,0,0,0,0,0,0,0,0
2005-2009,48.7,63,41.1,35.1,53.2,24.4,14.6,82.5,38.5
2010-2014,48.5,56.1,50.2,36.3,53.5,24.1,15.9,83.1,36.6
2010-2014,100,100,100,100,100,100,100,100,100
