Wave,Determination perseverance,Feeling of responsibility,Hard work,Imagination,Independence,Obedience,Religious faith,Tolerance and respect for other people,Unselfishness
1995-1999,0,0,0,0,0,0,0,0,0
1995-1999,0,0,0,0,0,0,0,0,0
2000-2004,0,0,0,0,0,0,0,0,0
2000-2004,48,77,52.7,33,62.3,29.8,30.8,80.6,45.1
2005-2009,0,0,0,0,0,0,0,0,0
2005-2009,48.7,71.8,54.1,33.7,58.1,29.9,30.4,82.6,47
2010-2014,0,0,0,0,0,0,0,0,0
2010-2014,100,100,100,100,100,100,100,100,100
